EmployeeID,Age,ExperienceYears,Department,JobRole,EducationLevel,Gender,EmploymentType,WorkingHours,OvertimeHours,PerformanceScore,MonthlySalary,SalaryLevel
EMP0265,34,9,IT,Software Engineer,Diploma,Female,Full-Time,48.4,3.2,81.2,94093,High
EMP0266,41,21,IT,Software Engineer,Diploma,Male,Contract,43.2,3.8,98.4,118050,Very High
EMP0267,40,17,Marketing,Marketing Manager,Master,Female,Full-Time,44.9,2.8,83.7,126201,Very High
EMP0268,28,9,IT,Data Analyst,Bachelor,Male,Contract,41.6,0.6,87.2,100254,Very High
EMP0269,27,3,IT,Software Engineer,Bachelor,Male,Full-Time,35.2,2.2,76.6,74233,High
EMP0270,23,0,IT,Software Engineer,High School,Male,Full-Time,41.1,6.5,62.8,62756,Medium
EMP0271,37,14,Operations,Operations Manager,Bachelor,Female,Contract,45.1,6.6,82.3,102837,Very High
EMP0272,53,30,Marketing,Marketing Manager,High School,Male,Full-Time,41.2,2.0,78.2,133772,Very High
EMP0273,32,10,Finance,Accountant,Master,Male,Full-Time,46.8,3.7,78.5,112071,Very High
EMP0274,42,17,Finance,Accountant,Bachelor,Female,Contract,39.6,1.3,64.7,101412,Very High
EMP0275,42,24,Finance,Financial Analyst,Bachelor,Female,Full-Time,40.0,1.4,83.4,132939,Very High
EMP0276,50,23,Marketing,Marketing Executive,High School,Male,Full-Time,47.0,0.1,76.3,115959,Very High
EMP0277,58,37,Sales,Business Development,Bachelor,Male,Full-Time,43.3,13.6,82.0,155911,Very High
EMP0278,58,37,IT,Software Engineer,Bachelor,Male,Full-Time,39.5,1.4,80.0,162000,Very High
EMP0279,28,8,IT,Software Engineer,Master,Male,Full-Time,48.2,1.5,70.4,103491,Very High
EMP0280,47,27,IT,Data Analyst,Master,Female,Full-Time,37.9,2.0,84.3,142548,Very High
EMP0281,47,26,Sales,Sales Executive,Bachelor,Female,Full-Time,37.6,0.8,73.5,126704,Very High
EMP0282,54,36,Marketing,Marketing Manager,Master,Female,Full-Time,25.0,6.1,61.0,150810,Very High
EMP0283,41,22,Finance,Accountant,PhD,Male,Full-Time,38.7,0.5,54.9,135898,Very High
EMP0284,50,24,IT,System Administrator,Master,Female,Full-Time,49.9,0.9,80.1,153872,Very High
EMP0285,53,26,IT,Data Analyst,Master,Female,Full-Time,29.6,6.2,72.2,152131,Very High
EMP0286,48,29,Operations,Operations Executive,Bachelor,Female,Full-Time,36.3,2.5,58.1,114281,Very High
EMP0287,53,31,Finance,Accountant,Bachelor,Female,Full-Time,44.6,7.4,79.9,136571,Very High
EMP0288,25,0,Marketing,SEO Specialist,High School,Female,Part-Time,28.5,4.9,70.1,41990,Medium
EMP0289,39,13,Sales,Sales Executive,Diploma,Female,Full-Time,38.9,1.8,69.0,87266,High
EMP0290,24,0,Finance,Financial Analyst,PhD,Male,Full-Time,48.8,6.3,74.0,101122,Very High
EMP0291,55,37,IT,System Administrator,Bachelor,Female,Contract,54.3,0.7,96.9,152610,Very High
EMP0292,37,19,IT,System Administrator,Master,Female,Full-Time,43.7,4.6,91.5,143535,Very High
EMP0293,48,22,Sales,Sales Executive,Master,Female,Full-Time,36.4,3.4,78.7,132637,Very High
EMP0294,50,25,Marketing,Marketing Executive,Master,Male,Full-Time,36.2,1.9,76.9,134531,Very High
EMP0295,49,22,Sales,Sales Executive,PhD,Female,Full-Time,42.9,5.6,78.6,145810,Very High
EMP0296,26,0,Sales,Sales Manager,Bachelor,Female,Contract,43.7,12.3,73.9,62942,Medium
EMP0297,55,31,IT,Data Analyst,High School,Male,Contract,53.1,35.0,71.3,114941,Very High
EMP0298,57,37,Operations,Operations Manager,Bachelor,Male,Full-Time,47.8,5.6,82.5,152358,Very High
EMP0299,44,24,Marketing,Marketing Executive,Diploma,Female,Full-Time,42.5,3.1,58.7,108100,Very High
EMP0300,49,30,Finance,Finance Manager,High School,Female,Contract,40.0,1.5,80.3,120424,Very High
EMP0301,51,29,Operations,Operations Executive,Bachelor,Male,Contract,60.1,1.8,84.7,138127,Very High
EMP0302,55,35,Sales,Sales Manager,Master,Male,Full-Time,45.8,3.9,74.3,164691,Very High
EMP0303,53,30,Sales,Sales Manager,Bachelor,Female,Full-Time,38.0,2.7,77.9,155337,Very High
EMP0304,41,22,Marketing,Marketing Executive,Bachelor,Male,Full-Time,40.7,14.7,62.0,118944,Very High
EMP0305,52,32,Marketing,Marketing Executive,Bachelor,Male,Contract,36.7,2.8,64.6,126506,Very High
EMP0306,43,21,Sales,Sales Manager,Bachelor,Male,Full-Time,27.6,2.8,79.4,112649,Very High
EMP0307,53,35,IT,Data Analyst,High School,Male,Full-Time,43.9,2.9,71.6,139600,Very High
EMP0308,23,5,Finance,Accountant,Master,Male,Full-Time,52.7,10.9,50.3,83939,High
EMP0309,38,11,Operations,Operations Executive,Bachelor,Male,Full-Time,32.2,6.3,60.5,88136,High
EMP0310,45,19,IT,Data Analyst,Master,Male,Full-Time,42.3,5.7,64.3,116533,Very High
EMP0311,51,27,Finance,Accountant,High School,Male,Contract,37.8,2.4,87.7,127626,Very High
EMP0312,23,5,HR,HR Manager,Master,Male,Full-Time,45.1,10.2,73.9,90503,High
EMP0313,60,35,HR,HR Executive,Bachelor,Male,Full-Time,41.0,0.2,70.3,146332,Very High
EMP0314,44,24,Sales,Business Development,Bachelor,Male,Full-Time,33.8,12.3,69.1,113976,Very High
EMP0315,52,27,Operations,Supply Coordinator,Bachelor,Female,Full-Time,36.1,4.3,93.9,135992,Very High
EMP0316,42,20,IT,Data Analyst,Master,Male,Full-Time,37.0,3.0,87.8,146824,Very High
EMP0317,43,25,IT,Software Engineer,Bachelor,Male,Full-Time,50.1,4.1,64.2,122446,Very High
EMP0318,22,0,IT,Data Analyst,Bachelor,Male,Full-Time,49.8,6.6,85.0,74535,High
EMP0319,47,25,Operations,Operations Executive,PhD,Male,Full-Time,40.1,0.1,77.3,154039,Very High
EMP0320,22,0,Sales,Business Development,Master,Female,Full-Time,49.4,12.3,79.8,78147,High
EMP0321,46,23,Finance,Financial Analyst,Bachelor,Female,Full-Time,41.0,3.6,75.3,123322,Very High
EMP0322,37,12,Marketing,SEO Specialist,Master,Female,Contract,40.0,2.5,88.9,117845,Very High
EMP0323,60,34,Operations,Operations Manager,Bachelor,Female,Contract,42.3,0.9,66.4,128924,Very High
EMP0324,53,34,Operations,Operations Manager,Bachelor,Female,Full-Time,43.7,3.5,76.9,154526,Very High
EMP0325,29,3,Operations,Operations Executive,Bachelor,Male,Full-Time,38.7,4.1,86.7,76595,High
EMP0326,59,32,Finance,Finance Manager,Master,Male,Contract,42.1,3.1,50.8,135332,Very High
EMP0327,49,23,Marketing,Marketing Manager,Master,Male,Full-Time,46.7,6.8,76.2,136496,Very High
EMP0328,46,19,HR,HR Executive,Bachelor,Male,Part-Time,42.8,3.3,71.5,95579,High
EMP0329,55,28,Operations,Operations Manager,Bachelor,Female,Contract,42.3,19.5,84.3,128197,Very High
EMP0330,45,21,Marketing,Marketing Manager,Bachelor,Female,Full-Time,45.0,5.5,89.3,115074,Very High
EMP0331,44,26,Marketing,SEO Specialist,PhD,Male,Full-Time,46.0,9.9,85.8,155933,Very High
EMP0332,33,9,Sales,Sales Executive,PhD,Female,Contract,41.6,0.7,77.0,97277,High
EMP0333,27,0,IT,Data Analyst,Bachelor,Female,Full-Time,39.2,3.0,72.0,77731,High
EMP0334,56,34,Sales,Business Development,Master,Male,Full-Time,43.1,2.5,76.0,167481,Very High
EMP0335,40,17,Operations,Supply Coordinator,Master,Male,Full-Time,32.4,5.1,78.0,106342,Very High
EMP0336,21,0,Operations,Operations Manager,Bachelor,Male,Full-Time,40.7,11.8,87.7,69848,Medium
EMP0337,28,4,IT,Software Engineer,High School,Male,Full-Time,27.2,0.5,63.0,65728,Medium
EMP0338,36,14,IT,Data Analyst,Bachelor,Male,Full-Time,31.9,0.5,70.6,95933,High
EMP0339,34,10,IT,Software Engineer,Bachelor,Male,Contract,31.0,11.4,71.9,78795,High
EMP0340,32,6,Marketing,SEO Specialist,Bachelor,Male,Full-Time,48.3,1.4,85.3,77789,High
EMP0341,43,23,Marketing,Marketing Manager,Bachelor,Male,Full-Time,42.1,6.6,79.4,119693,Very High
EMP0342,35,10,IT,Software Engineer,Master,Female,Full-Time,34.4,4.7,85.6,123004,Very High
EMP0343,48,29,Sales,Sales Executive,Diploma,Female,Full-Time,44.9,10.7,90.1,123676,Very High
EMP0344,54,30,Operations,Operations Executive,Bachelor,Female,Full-Time,47.9,0.8,86.5,140336,Very High
EMP0345,22,3,Marketing,Marketing Manager,Master,Male,Contract,45.1,0.8,59.9,79102,High
EMP0346,52,31,Sales,Sales Manager,Master,Male,Part-Time,40.9,4.9,98.9,158519,Very High
EMP0347,43,19,Sales,Business Development,Bachelor,Female,Full-Time,43.4,17.6,91.1,122682,Very High
EMP0348,42,22,Sales,Sales Executive,Bachelor,Male,Full-Time,47.4,3.2,77.8,125030,Very High
EMP0349,45,26,Finance,Accountant,Diploma,Male,Full-Time,39.2,2.4,61.6,125655,Very High
EMP0350,42,15,Sales,Business Development,Bachelor,Female,Full-Time,42.2,5.6,56.2,91200,High
EMP0351,42,18,Sales,Sales Executive,Bachelor,Female,Full-Time,40.5,16.0,77.2,107610,Very High
EMP0352,26,8,Operations,Operations Executive,Diploma,Male,Full-Time,32.3,10.9,63.9,83783,High
EMP0353,35,10,Sales,Business Development,Master,Male,Contract,47.5,32.4,49.0,76794,High
EMP0354,57,37,Marketing,Marketing Manager,Bachelor,Male,Full-Time,54.3,0.1,62.3,141429,Very High
EMP0355,53,34,IT,System Administrator,Bachelor,Male,Full-Time,36.8,0.7,74.8,142664,Very High
EMP0356,28,8,HR,HR Executive,Master,Male,Full-Time,47.8,5.6,75.5,98665,High
EMP0357,25,3,IT,System Administrator,Diploma,Male,Full-Time,36.9,10.3,88.1,79484,High
EMP0358,59,34,IT,Software Engineer,High School,Male,Full-Time,42.8,2.0,86.0,150282,Very High
EMP0359,24,0,Marketing,Marketing Manager,Master,Female,Full-Time,51.0,1.6,67.2,77757,High
EMP0360,26,2,Operations,Operations Executive,Bachelor,Female,Full-Time,38.9,9.3,75.7,62072,Medium
EMP0361,52,28,IT,Software Engineer,Master,Female,Part-Time,41.9,0.3,82.4,129941,Very High
EMP0362,50,26,HR,Recruiter,Master,Male,Full-Time,31.2,2.8,87.0,140608,Very High
EMP0363,55,30,Marketing,Marketing Manager,Master,Male,Part-Time,38.0,4.2,78.4,130042,Very High
EMP0364,60,42,IT,System Administrator,PhD,Male,Full-Time,30.6,4.9,94.2,197642,Very High
EMP0365,36,15,Sales,Sales Executive,Bachelor,Male,Full-Time,44.6,7.8,84.5,114144,Very High
EMP0366,33,10,Marketing,Marketing Executive,Bachelor,Male,Part-Time,47.0,2.6,75.1,83598,High
EMP0367,50,24,Sales,Sales Executive,Bachelor,Female,Full-Time,40.7,5.7,75.7,136879,Very High
EMP0368,39,20,IT,Data Analyst,Diploma,Female,Full-Time,43.7,5.3,87.2,117306,Very High
EMP0369,37,19,Finance,Accountant,Bachelor,Female,Full-Time,40.0,4.8,67.5,108937,Very High
EMP0370,39,12,Marketing,Marketing Executive,Bachelor,Male,Full-Time,46.4,6.1,56.0,91927,High
EMP0371,48,29,Sales,Business Development,Master,Female,Full-Time,42.8,1.8,60.8,138154,Very High
EMP0372,46,22,IT,System Administrator,Bachelor,Male,Full-Time,30.1,0.5,67.9,119469,Very High
EMP0373,57,37,Marketing,SEO Specialist,Bachelor,Male,Full-Time,47.6,0.8,89.0,154135,Very High
EMP0374,46,19,IT,Data Analyst,Bachelor,Male,Full-Time,39.7,1.5,71.5,129394,Very High
EMP0375,43,24,Marketing,Marketing Executive,High School,Female,Contract,34.4,4.2,79.8,113658,Very High
EMP0376,29,5,IT,System Administrator,High School,Female,Full-Time,39.4,11.0,65.7,80657,High
EMP0377,32,13,Operations,Operations Executive,Bachelor,Male,Part-Time,30.6,7.2,68.3,92760,High
EMP0378,21,1,Finance,Accountant,Diploma,Female,Full-Time,34.5,9.3,58.5,70993,High
EMP0379,21,0,Finance,Finance Manager,Bachelor,Female,Full-Time,42.9,2.6,70.5,64755,Medium
EMP0380,54,33,IT,System Administrator,Master,Male,Part-Time,43.4,3.1,77.7,156007,Very High
EMP0381,52,34,Finance,Accountant,Master,Male,Full-Time,43.8,3.0,85.0,171650,Very High
EMP0382,45,23,Operations,Operations Executive,Bachelor,Male,Full-Time,42.0,1.3,81.0,125513,Very High
EMP0383,60,34,Operations,Operations Executive,Bachelor,Female,Full-Time,37.8,0.4,78.1,142767,Very High
EMP0384,21,0,Finance,Finance Manager,Master,Male,Full-Time,41.7,5.4,53.1,82409,High
EMP0385,36,10,HR,Recruiter,Master,Female,Full-Time,39.4,27.2,83.3,104013,Very High
EMP0386,59,32,Marketing,Marketing Manager,Diploma,Male,Full-Time,32.2,1.1,78.8,128133,Very High
EMP0387,25,0,Operations,Operations Manager,Master,Female,Part-Time,37.4,0.3,72.9,61408,Medium
EMP0388,42,18,Sales,Sales Executive,Bachelor,Male,Full-Time,47.3,9.1,94.3,122531,Very High
EMP0389,49,28,Finance,Accountant,Master,Female,Contract,51.5,1.7,89.6,141619,Very High
EMP0390,23,1,HR,HR Executive,PhD,Female,Contract,45.9,10.6,76.0,84119,High
EMP0391,32,14,Sales,Sales Manager,High School,Female,Full-Time,51.3,7.3,74.4,97114,High
EMP0392,46,28,IT,System Administrator,Master,Female,Full-Time,42.5,17.5,76.2,152207,Very High
EMP0393,36,16,Sales,Sales Executive,Bachelor,Male,Contract,52.5,3.2,78.4,106680,Very High
EMP0394,57,32,Finance,Finance Manager,PhD,Female,Contract,54.3,6.5,83.9,159162,Very High
EMP0395,42,23,Marketing,Marketing Manager,Bachelor,Male,Full-Time,31.6,3.8,97.7,131641,Very High
EMP0396,49,28,IT,Software Engineer,Master,Male,Full-Time,43.3,6.0,100.0,154980,Very High
EMP0397,34,15,Sales,Sales Executive,High School,Female,Full-Time,42.5,3.6,78.7,88427,High
EMP0398,48,26,HR,HR Manager,Bachelor,Male,Full-Time,39.5,1.3,52.5,113038,Very High
EMP0399,25,0,Sales,Business Development,High School,Male,Full-Time,45.0,4.3,59.9,65499,Medium
EMP0400,50,32,IT,System Administrator,PhD,Female,Full-Time,42.2,4.5,100.0,178849,Very High
EMP0401,25,3,Sales,Business Development,Master,Male,Full-Time,37.6,10.0,79.9,106975,Very High
EMP0402,32,6,Sales,Sales Executive,Master,Female,Full-Time,41.8,8.0,77.4,82855,High
EMP0403,36,18,Sales,Sales Executive,Master,Male,Full-Time,49.2,6.5,73.5,111501,Very High
EMP0404,46,20,Sales,Business Development,Diploma,Male,Full-Time,43.1,0.7,62.6,114179,Very High
EMP0405,46,21,Sales,Sales Manager,Bachelor,Male,Full-Time,45.8,7.7,96.2,135899,Very High
EMP0406,41,20,Marketing,SEO Specialist,High School,Female,Full-Time,40.3,4.2,66.5,94231,High
EMP0407,59,32,Finance,Financial Analyst,Bachelor,Female,Full-Time,44.7,13.5,86.7,149227,Very High
EMP0408,56,34,Operations,Supply Coordinator,Bachelor,Female,Full-Time,34.7,15.1,62.6,143695,Very High
EMP0409,53,31,HR,HR Manager,Bachelor,Female,Full-Time,39.0,0.3,77.1,134579,Very High
EMP0410,50,27,IT,Software Engineer,Bachelor,Male,Contract,41.4,10.3,89.1,137634,Very High
EMP0411,57,33,IT,Data Analyst,Diploma,Male,Full-Time,34.3,0.2,77.2,144697,Very High
EMP0412,43,18,Finance,Accountant,Diploma,Female,Full-Time,37.0,2.7,71.7,96325,High
EMP0413,30,5,Marketing,SEO Specialist,Diploma,Male,Full-Time,43.9,4.7,72.7,71032,High
EMP0414,25,6,Marketing,Marketing Executive,PhD,Male,Contract,42.8,1.0,57.3,96342,High
EMP0415,56,30,Marketing,SEO Specialist,Master,Male,Full-Time,46.8,8.2,60.0,142722,Very High
EMP0416,54,30,Sales,Sales Executive,PhD,Female,Full-Time,38.4,0.1,88.1,154721,Very High
EMP0417,51,30,HR,HR Executive,Bachelor,Female,Full-Time,42.3,1.1,74.3,138281,Very High
EMP0418,30,9,IT,System Administrator,Bachelor,Male,Full-Time,38.0,5.2,81.9,100371,Very High
EMP0419,39,14,Finance,Accountant,Master,Male,Full-Time,46.2,7.5,87.8,114142,Very High
EMP0420,52,31,HR,HR Executive,Bachelor,Female,Full-Time,49.1,14.9,91.9,153958,Very High
EMP0421,21,0,IT,Data Analyst,Bachelor,Female,Full-Time,44.9,7.3,51.5,66599,Medium
EMP0422,25,3,IT,Data Analyst,Bachelor,Male,Full-Time,48.4,6.7,63.4,77818,High
EMP0423,24,4,Sales,Business Development,Diploma,Female,Full-Time,42.2,3.0,79.0,79942,High
EMP0424,36,9,Marketing,SEO Specialist,Bachelor,Male,Full-Time,46.8,0.0,80.9,104303,Very High
EMP0425,44,25,Operations,Supply Coordinator,Bachelor,Male,Part-Time,42.5,0.8,100.0,123767,Very High
EMP0426,36,10,Operations,Operations Executive,Bachelor,Female,Full-Time,35.9,4.6,62.9,91798,High
EMP0427,22,0,Sales,Sales Manager,High School,Female,Part-Time,43.5,6.7,85.0,44739,Medium
EMP0428,48,22,HR,HR Executive,Bachelor,Male,Full-Time,36.0,3.2,81.5,118534,Very High
EMP0429,52,34,Sales,Sales Manager,Master,Female,Full-Time,56.0,7.9,59.6,148934,Very High
EMP0430,47,20,Marketing,Marketing Executive,Diploma,Female,Full-Time,40.0,4.4,69.8,110359,Very High
EMP0431,40,20,IT,Data Analyst,Bachelor,Female,Contract,45.9,0.5,80.1,123614,Very High
EMP0432,44,19,HR,Recruiter,Master,Female,Full-Time,41.9,1.3,56.1,125868,Very High
EMP0433,32,9,Operations,Operations Manager,Diploma,Female,Full-Time,34.6,11.0,47.7,57387,Medium
EMP0434,55,33,Finance,Accountant,Diploma,Male,Full-Time,30.6,7.7,58.0,130486,Very High
EMP0435,53,31,Sales,Sales Manager,Bachelor,Male,Full-Time,46.5,13.5,80.8,150582,Very High
EMP0436,53,30,Sales,Sales Manager,Bachelor,Male,Full-Time,51.3,0.8,73.6,126949,Very High
EMP0437,57,33,IT,Data Analyst,Bachelor,Male,Full-Time,37.6,27.8,68.6,153250,Very High
EMP0438,32,14,Finance,Accountant,Master,Female,Full-Time,32.1,1.4,68.3,122643,Very High
EMP0439,23,0,Finance,Accountant,Diploma,Male,Full-Time,40.0,0.1,54.9,61017,Medium
EMP0440,21,1,IT,Software Engineer,Bachelor,Male,Full-Time,36.4,35.0,61.5,64775,Medium
EMP0441,53,32,IT,System Administrator,Bachelor,Male,Full-Time,38.1,2.0,57.9,140814,Very High
EMP0442,60,33,Operations,Operations Manager,Diploma,Male,Full-Time,45.7,6.6,93.5,151536,Very High
EMP0443,30,12,Finance,Finance Manager,Bachelor,Male,Full-Time,41.7,1.2,95.1,118458,Very High
EMP0444,49,22,Sales,Sales Manager,Bachelor,Female,Full-Time,37.0,5.2,48.8,111935,Very High
EMP0445,33,13,Finance,Accountant,Bachelor,Male,Full-Time,45.5,14.1,67.5,93384,High
EMP0446,32,13,Operations,Operations Executive,Diploma,Female,Contract,46.0,2.3,70.1,96304,High
EMP0447,51,32,Finance,Financial Analyst,Bachelor,Female,Contract,40.0,6.7,76.9,146061,Very High
EMP0448,22,4,HR,HR Manager,Bachelor,Male,Part-Time,42.8,1.2,84.8,60099,Medium
EMP0449,55,30,Operations,Operations Executive,Master,Male,Full-Time,45.1,5.9,73.0,147948,Very High
EMP0450,43,23,Operations,Operations Executive,High School,Male,Full-Time,44.6,2.5,76.3,111382,Very High
EMP0451,37,17,IT,System Administrator,Bachelor,Female,Full-Time,42.2,1.4,100.0,118942,Very High
EMP0452,46,23,Marketing,Marketing Executive,Bachelor,Female,Full-Time,50.6,2.3,76.1,122672,Very High
EMP0453,28,3,HR,Recruiter,Master,Male,Full-Time,45.5,1.2,93.8,100173,Very High
EMP0454,49,23,HR,HR Manager,Bachelor,Male,Full-Time,39.3,13.9,81.7,118121,Very High
EMP0455,46,20,IT,System Administrator,Bachelor,Female,Part-Time,39.3,3.0,69.9,114923,Very High
EMP0456,30,9,IT,Data Analyst,Master,Male,Part-Time,38.7,1.7,65.3,80368,High
EMP0457,46,24,Marketing,Marketing Executive,Master,Male,Full-Time,45.8,3.6,77.4,150418,Very High
EMP0458,54,35,HR,HR Manager,Bachelor,Female,Full-Time,38.3,2.3,66.9,141816,Very High
EMP0459,27,1,HR,HR Manager,Bachelor,Female,Full-Time,39.5,8.2,60.7,71956,High
EMP0460,24,0,Marketing,SEO Specialist,Master,Female,Full-Time,48.3,21.3,63.7,78825,High
EMP0461,31,11,Marketing,SEO Specialist,PhD,Female,Full-Time,43.1,3.5,77.7,113630,Very High
EMP0462,49,23,IT,Software Engineer,Master,Female,Full-Time,49.2,11.8,97.9,147610,Very High
EMP0463,56,36,Sales,Business Development,Bachelor,Male,Full-Time,46.8,5.0,74.4,136874,Very High
EMP0464,45,19,IT,Software Engineer,Diploma,Female,Full-Time,34.9,1.0,82.1,120354,Very High
EMP0465,41,22,Marketing,Marketing Executive,Bachelor,Female,Full-Time,41.4,7.0,56.9,112671,Very High
EMP0466,56,29,Sales,Sales Manager,Master,Female,Full-Time,47.9,4.3,91.3,151414,Very High
EMP0467,30,4,Operations,Supply Coordinator,Bachelor,Male,Full-Time,34.7,6.3,51.4,74059,High
EMP0468,57,32,IT,System Administrator,Bachelor,Male,Part-Time,44.5,13.2,87.6,139323,Very High
EMP0469,29,3,IT,System Administrator,Master,Male,Full-Time,41.8,3.5,71.3,98803,High
EMP0470,44,22,Finance,Accountant,Bachelor,Male,Full-Time,31.5,13.9,74.0,129036,Very High
EMP0471,55,36,Finance,Accountant,Master,Male,Full-Time,42.7,8.3,76.2,162025,Very High
EMP0472,55,30,IT,Data Analyst,Bachelor,Female,Full-Time,37.0,4.0,63.3,133307,Very High
EMP0473,56,33,Operations,Operations Manager,Bachelor,Female,Contract,35.0,5.5,64.4,120082,Very High
EMP0474,38,13,IT,Data Analyst,Bachelor,Male,Full-Time,42.1,2.4,84.9,110173,Very High
EMP0475,59,37,Finance,Finance Manager,Master,Female,Full-Time,30.4,24.7,77.7,171760,Very High
EMP0476,52,25,Marketing,Marketing Executive,Diploma,Male,Full-Time,38.0,6.6,73.6,108495,Very High
EMP0477,44,25,HR,HR Manager,Diploma,Male,Contract,57.3,0.3,83.5,124168,Very High
EMP0478,43,20,Marketing,Marketing Executive,PhD,Male,Full-Time,45.9,2.4,77.9,133509,Very High
EMP0479,52,30,IT,Data Analyst,Diploma,Male,Full-Time,36.7,5.9,69.1,120460,Very High
EMP0480,57,35,HR,HR Executive,Bachelor,Male,Full-Time,50.4,0.3,100.0,163464,Very High
EMP0481,32,14,IT,System Administrator,Bachelor,Male,Full-Time,36.0,0.1,84.4,97529,High
EMP0482,33,14,IT,System Administrator,Bachelor,Male,Full-Time,38.7,3.6,76.5,115324,Very High
EMP0483,43,18,Operations,Operations Executive,Bachelor,Female,Full-Time,35.1,2.4,70.0,111148,Very High
EMP0484,45,25,IT,Data Analyst,Bachelor,Male,Full-Time,43.5,3.5,89.2,139457,Very High
EMP0485,55,28,Sales,Sales Manager,Bachelor,Female,Contract,50.2,1.8,69.3,122196,Very High
EMP0486,50,30,HR,HR Manager,Bachelor,Female,Full-Time,36.0,1.1,68.9,134635,Very High
EMP0487,37,12,Finance,Financial Analyst,Bachelor,Female,Full-Time,29.6,7.0,94.3,114744,Very High
EMP0488,40,15,Operations,Operations Manager,Diploma,Female,Full-Time,48.5,4.3,75.5,88524,High
EMP0489,45,26,IT,Data Analyst,Bachelor,Male,Full-Time,51.3,1.3,69.1,139220,Very High
EMP0490,42,17,Sales,Business Development,Diploma,Male,Full-Time,30.0,2.3,76.0,109516,Very High
EMP0491,33,15,Operations,Operations Manager,Bachelor,Female,Full-Time,44.8,5.4,85.1,106836,Very High
EMP0492,39,16,Sales,Sales Executive,Bachelor,Male,Full-Time,43.4,0.4,83.4,105624,Very High
EMP0493,56,31,Operations,Supply Coordinator,Diploma,Female,Full-Time,37.3,1.0,91.3,142703,Very High
EMP0494,32,12,IT,System Administrator,Master,Female,Full-Time,33.6,0.5,59.9,113923,Very High
EMP0495,39,14,HR,HR Executive,Bachelor,Female,Full-Time,48.0,10.0,85.4,94578,High
EMP0496,32,14,Finance,Finance Manager,Master,Female,Full-Time,43.1,8.4,72.1,113464,Very High
EMP0497,29,3,Marketing,SEO Specialist,PhD,Female,Full-Time,43.5,8.4,72.6,105743,Very High
EMP0498,27,1,Operations,Operations Manager,Bachelor,Female,Full-Time,38.3,7.6,85.6,74962,High
EMP0499,48,26,Finance,Financial Analyst,Diploma,Male,Contract,37.2,6.6,85.9,131867,Very High
EMP0500,34,7,Sales,Sales Manager,Bachelor,Female,Part-Time,27.3,3.9,77.4,72098,High
EMP0501,51,30,IT,Software Engineer,Master,Male,Full-Time,40.6,6.2,54.8,141181,Very High
EMP0502,39,16,Sales,Sales Executive,Bachelor,Male,Full-Time,50.6,0.2,75.4,121945,Very High
EMP0503,36,12,HR,Recruiter,Diploma,Female,Full-Time,36.7,5.8,64.7,72279,High
EMP0504,25,3,Operations,Operations Executive,Bachelor,Male,Part-Time,32.9,9.0,79.9,60066,Medium
EMP0505,55,28,Sales,Sales Manager,Master,Male,Full-Time,44.6,4.2,90.3,152163,Very High
EMP0506,32,6,Finance,Finance Manager,Master,Male,Full-Time,45.7,2.7,69.5,104428,Very High
EMP0507,45,25,IT,System Administrator,Diploma,Female,Full-Time,38.5,1.9,70.0,129025,Very High
EMP0508,41,17,IT,Software Engineer,Bachelor,Male,Part-Time,39.9,6.2,94.0,124479,Very High
EMP0509,56,29,IT,Data Analyst,Bachelor,Female,Full-Time,43.6,7.1,70.9,138792,Very High
EMP0510,43,16,Finance,Accountant,Bachelor,Male,Full-Time,41.1,12.3,59.8,98019,High
EMP0511,36,14,Operations,Supply Coordinator,Master,Female,Full-Time,48.0,2.5,65.1,106047,Very High
EMP0512,59,35,Sales,Business Development,Bachelor,Female,Full-Time,56.6,8.8,72.8,145240,Very High
EMP0513,59,40,Sales,Sales Manager,Bachelor,Male,Full-Time,31.7,4.9,70.9,157337,Very High
EMP0514,34,13,IT,Software Engineer,High School,Male,Full-Time,49.4,12.9,83.5,91948,High
EMP0515,51,32,Operations,Supply Coordinator,Master,Male,Full-Time,42.6,4.5,53.0,148438,Very High
EMP0516,25,1,Marketing,Marketing Executive,Master,Female,Full-Time,50.3,4.4,61.0,81146,High
EMP0517,55,36,IT,Software Engineer,Bachelor,Female,Full-Time,46.3,5.2,79.7,149248,Very High
EMP0518,43,25,Marketing,Marketing Manager,Master,Female,Full-Time,42.4,8.3,79.5,144601,Very High
EMP0519,49,23,Sales,Sales Executive,Diploma,Male,Full-Time,46.6,20.1,95.0,117170,Very High
EMP0520,31,13,IT,Software Engineer,Bachelor,Female,Full-Time,39.6,0.5,93.7,104115,Very High
EMP0521,38,13,HR,Recruiter,Bachelor,Female,Part-Time,37.4,0.3,56.0,76811,High
EMP0522,32,13,HR,HR Executive,Diploma,Female,Full-Time,46.9,16.6,49.9,68760,Medium
EMP0523,29,4,IT,Data Analyst,Bachelor,Female,Full-Time,36.9,4.5,72.6,89337,High
EMP0524,30,10,Operations,Supply Coordinator,Master,Male,Full-Time,45.9,5.7,65.6,79088,High
EMP0525,37,14,Operations,Supply Coordinator,High School,Male,Part-Time,42.2,4.0,60.6,63804,Medium
EMP0526,58,38,Sales,Sales Manager,Bachelor,Female,Full-Time,28.0,0.6,81.6,168186,Very High
EMP0527,27,3,HR,HR Manager,Bachelor,Female,Full-Time,38.6,8.8,74.2,68763,Medium
EMP0528,33,6,HR,HR Executive,Bachelor,Female,Full-Time,44.0,8.3,62.2,72389,High
